1 23:0.0125 626:0.0125 641:0.0125 608:0.0125 611:0.0125 590:0.0125 606:0.0125 519:0.0125 535:0.0125 479:0.0125
5428 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5430 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5433 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5435 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5436 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5439 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5445 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5447 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5449 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5450 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5451 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5452 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5454 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5455 3165:0.0125 3466:0.0125 3531:0.0125 3175:0.0125 3338:0.0125 3176:0.0125 3169:0.0125 3538:0.0125 3732:0.0125 3182:0.0125
5459 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5461 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5463 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5464 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5467 12086:0.0125 12014:0.0125 12102:0.0125 12137:0.0125 12140:0.0125 13166:0.0125 11932:0.0125 12075:0.0125 12155:0.0125 12064:0.0125
5469 3165:0.0125 3466:0.0125 3531:0.0125 3175:0.0125 3338:0.0125 3176:0.0125 3169:0.0125 3538:0.0125 3732:0.0125 3182:0.0125
5470 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5472 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5473 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5474 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5475 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5477 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5479 3998:0.0125 4087:0.0125 4091:0.0125 4083:0.0125 4085:0.0125 4080:0.0125 4082:0.0125 4062:0.0125 4067:0.0125 4054:0.0125
5480 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5484 3165:0.0125 3370:0.0125 3331:0.0125 3164:0.0125 3320:0.0125 3295:0.0125 3345:0.0125 3174:0.0125 3231:0.0125 3205:0.0125
5486 3165:0.0125 3370:0.0125 3331:0.0125 3164:0.0125 3320:0.0125 3295:0.0125 3345:0.0125 3174:0.0125 3231:0.0125 3205:0.0125
5488 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5489 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5491 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5494 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5499 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5501 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5502 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5503 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5504 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5505 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5508 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
5510 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5513 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5514 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5515 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5516 10111:0.0125 10836:0.0125 10858:0.0125 10192:0.0125 10727:0.0125 11754:0.0125 10181:0.0125 10433:0.0125 11149:0.0125 11893:0.0125
5519 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5520 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5522 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5523 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5524 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5525 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5526 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5527 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5530 10111:0.0375 10836:0.0375 10858:0.0375 10192:0.0375 10727:0.0375 11754:0.0375 10181:0.0375 10433:0.0375 11149:0.0375 11893:0.0375
5531 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5534 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5536 12086:0.025 12014:0.025 12102:0.025 12137:0.025 12140:0.025 13166:0.025 11932:0.025 12075:0.025 12155:0.025 12064:0.025
5538 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5539 3165:0.0125 3466:0.0125 3531:0.0125 3175:0.0125 3338:0.0125 3176:0.0125 3169:0.0125 3538:0.0125 3732:0.0125 3182:0.0125
5543 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5545 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5546 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5548 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5550 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5554 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5555 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5557 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5558 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5563 3744:0.0125 3855:0.0125 3756:0.0125 3908:0.0125 3909:0.0125 3901:0.0125 3907:0.0125 3801:0.0125 3879:0.0125 3923:0.0125
5564 3744:0.0125 3855:0.0125 3756:0.0125 3908:0.0125 3909:0.0125 3901:0.0125 3907:0.0125 3801:0.0125 3879:0.0125 3923:0.0125
5566 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5569 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5570 3165:0.025 3466:0.025 3531:0.025 3175:0.025 3338:0.025 3176:0.025 3169:0.025 3538:0.025 3732:0.025 3182:0.025
5571 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5572 3165:0.0125 3466:0.0125 3531:0.0125 3175:0.0125 3338:0.0125 3176:0.0125 3169:0.0125 3538:0.0125 3732:0.0125 3182:0.0125
5573 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5574 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5577 3165:0.0125 3466:0.0125 3531:0.0125 3175:0.0125 3338:0.0125 3176:0.0125 3169:0.0125 3538:0.0125 3732:0.0125 3182:0.0125
5581 3165:0.0125 3466:0.0125 3531:0.0125 3175:0.0125 3338:0.0125 3176:0.0125 3169:0.0125 3538:0.0125 3732:0.0125 3182:0.0125
5583 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5585 3165:0.0125 3466:0.0125 3531:0.0125 3175:0.0125 3338:0.0125 3176:0.0125 3169:0.0125 3538:0.0125 3732:0.0125 3182:0.0125
5587 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5588 14416:0.0125 14472:0.0125 14477:0.0125 14469:0.0125 14470:0.0125 14465:0.0125 14468:0.0125 14448:0.0125 14450:0.0125 14442:0.0125
5589 3165:0.0125 3466:0.0125 3531:0.0125 3175:0.0125 3338:0.0125 3176:0.0125 3169:0.0125 3538:0.0125 3732:0.0125 3182:0.0125
5591 3165:0.0125 3466:0.0125 3531:0.0125 3175:0.0125 3338:0.0125 3176:0.0125 3169:0.0125 3538:0.0125 3732:0.0125 3182:0.0125
5592 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5593 3165:0.0125 3466:0.0125 3531:0.0125 3175:0.0125 3338:0.0125 3176:0.0125 3169:0.0125 3538:0.0125 3732:0.0125 3182:0.0125
5594 3165:0.0125 3466:0.0125 3531:0.0125 3175:0.0125 3338:0.0125 3176:0.0125 3169:0.0125 3538:0.0125 3732:0.0125 3182:0.0125
5596 3165:0.0125 3466:0.0125 3531:0.0125 3175:0.0125 3338:0.0125 3176:0.0125 3169:0.0125 3538:0.0125 3732:0.0125 3182:0.0125
5597 3165:0.0125 3466:0.0125 3531:0.0125 3175:0.0125 3338:0.0125 3176:0.0125 3169:0.0125 3538:0.0125 3732:0.0125 3182:0.0125
5599 3165:0.0125 3466:0.0125 3531:0.0125 3175:0.0125 3338:0.0125 3176:0.0125 3169:0.0125 3538:0.0125 3732:0.0125 3182:0.0125
5600 3165:0.0125 3466:0.0125 3531:0.0125 3175:0.0125 3338:0.0125 3176:0.0125 3169:0.0125 3538:0.0125 3732:0.0125 3182:0.0125
5602 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5604 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5610 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5611 3165:0.0125 3466:0.0125 3531:0.0125 3175:0.0125 3338:0.0125 3176:0.0125 3169:0.0125 3538:0.0125 3732:0.0125 3182:0.0125
5613 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5618 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5622 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5623 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5626 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5628 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5629 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5630 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5631 3165:0.0125 3466:0.0125 3531:0.0125 3175:0.0125 3338:0.0125 3176:0.0125 3169:0.0125 3538:0.0125 3732:0.0125 3182:0.0125
5632 3165:0.0125 3466:0.0125 3531:0.0125 3175:0.0125 3338:0.0125 3176:0.0125 3169:0.0125 3538:0.0125 3732:0.0125 3182:0.0125
5634 3165:0.0125 3466:0.0125 3531:0.0125 3175:0.0125 3338:0.0125 3176:0.0125 3169:0.0125 3538:0.0125 3732:0.0125 3182:0.0125
5635 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5636 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5641 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5643 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5644 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5645 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5648 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5651 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5652 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5654 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5656 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5657 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5658 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5660 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
5661 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5665 12086:0 12090:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0
5666 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5667 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5668 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5670 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
5671 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
5672 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5673 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5679 12086:0 12089:0 12016:0 11982:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
5681 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5683 12086:0.0125 12014:0.0125 12102:0.0125 12137:0.0125 12140:0.0125 13166:0.0125 11932:0.0125 12075:0.0125 12155:0.0125 12064:0.0125
5684 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5685 12086:0.025 12014:0.025 12102:0.025 12137:0.025 12140:0.025 13166:0.025 11932:0.025 12075:0.025 12155:0.025 12064:0.025
5686 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5689 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5690 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5691 12086:0.0125 12014:0.0125 12102:0.0125 12137:0.0125 12140:0.0125 13166:0.0125 11932:0.0125 12075:0.0125 12155:0.0125 12064:0.0125
5693 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5696 12086:0.0125 12014:0.0125 12102:0.0125 12137:0.0125 12140:0.0125 13166:0.0125 11932:0.0125 12075:0.0125 12155:0.0125 12064:0.0125
5698 12086:0.0125 12014:0.0125 12102:0.0125 12137:0.0125 12140:0.0125 13166:0.0125 11932:0.0125 12075:0.0125 12155:0.0125 12064:0.0125
5701 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5702 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5705 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5708 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5709 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5712 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5713 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5714 14416:0.0125 14472:0.0125 14477:0.0125 14469:0.0125 14470:0.0125 14465:0.0125 14468:0.0125 14448:0.0125 14450:0.0125 14442:0.0125
5715 12086:0.025 13120:0.025 12078:0.025 12190:0.025 12014:0.025 12137:0.025 12140:0.025 12575:0.025 12682:0.025 12155:0.025
5717 12086:0.0125 12014:0.0125 12102:0.0125 12137:0.0125 12140:0.0125 13166:0.0125 11932:0.0125 12075:0.0125 12155:0.0125 12064:0.0125
5718 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5721 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5722 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5723 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5725 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5726 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5727 10111:0.0125 10836:0.0125 10858:0.0125 10192:0.0125 10727:0.0125 11754:0.0125 10181:0.0125 10433:0.0125 11149:0.0125 11893:0.0125
5728 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5729 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5731 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5733 4117:0.0125 4252:0.0125 4453:0.0125 4212:0.0125 4149:0.0125 4148:0.0125 4206:0.0125 4696:0.0125 4720:0.0125 4454:0.0125
5734 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5738 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5745 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5746 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5747 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5751 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5752 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5756 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5758 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5760 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5761 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5763 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5766 12086:0.0125 12102:0.0125 13120:0.0125 12140:0.0125 12190:0.0125 11932:0.0125 12137:0.0125 12155:0.0125 12437:0.0125 12074:0.0125
5767 6011:0.0125 6363:0.0125 6365:0.0125 6133:0.0125 6163:0.0125 6073:0.0125 6106:0.0125 6038:0.0125 6039:0.0125 6201:0.0125
5770 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5776 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5777 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5778 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5780 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5781 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5785 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5786 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5787 4117:0.0375 4252:0.0375 4453:0.0375 4212:0.0375 4149:0.0375 4148:0.0375 4206:0.0375 4696:0.0375 4720:0.0375 4454:0.0375
5790 3998:0.0125 4091:0.0125 4092:0.0125 4085:0.0125 4086:0.0125 4082:0.0125 4083:0.0125 4067:0.0125 4071:0.0125 4056:0.0125
5791 3998:0.0125 4091:0.0125 4092:0.0125 4085:0.0125 4086:0.0125 4082:0.0125 4083:0.0125 4067:0.0125 4071:0.0125 4056:0.0125
5792 3998:0.0125 4091:0.0125 4092:0.0125 4085:0.0125 4086:0.0125 4082:0.0125 4083:0.0125 4067:0.0125 4071:0.0125 4056:0.0125
5793 3998:0.0125 4091:0.0125 4092:0.0125 4085:0.0125 4086:0.0125 4082:0.0125 4083:0.0125 4067:0.0125 4071:0.0125 4056:0.0125
5796 3998:0.025 4091:0.025 4092:0.025 4085:0.025 4086:0.025 4082:0.025 4083:0.025 4067:0.025 4071:0.025 4056:0.025
5797 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5803 3998:0.0125 4087:0.0125 4091:0.0125 4083:0.0125 4085:0.0125 4080:0.0125 4082:0.0125 4062:0.0125 4067:0.0125 4054:0.0125
5804 3940:0.075 3946:0.075 3949:0.075 3947:0.075 3955:0.075 3961:0.075 3965:0.075 3956:0.075 3960:0.075 3950:0.075
5805 3998:0.05 4087:0.05 4091:0.05 4083:0.05 4085:0.05 4080:0.05 4082:0.05 4062:0.05 4067:0.05 4054:0.05
5807 3998:0.0125 4087:0.0125 4091:0.0125 4083:0.0125 4085:0.0125 4080:0.0125 4082:0.0125 4062:0.0125 4067:0.0125 4054:0.0125
5810 3998:0.0125 4087:0.0125 4091:0.0125 4083:0.0125 4085:0.0125 4080:0.0125 4082:0.0125 4062:0.0125 4067:0.0125 4054:0.0125
5812 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5813 7392:0.0125 7394:0.0125 7434:0.0125 7783:0.0125 7423:0.0125 7592:0.0125 7738:0.0125 10084:0.0125 10087:0.0125 10073:0.0125
5814 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5816 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5818 3998:0.025 4091:0.025 4092:0.025 4085:0.025 4086:0.025 4082:0.025 4083:0.025 4067:0.025 4071:0.025 4056:0.025
5819 14416:0.0125 14487:0.0125 14488:0.0125 14472:0.0125 14477:0.0125 14470:0.0125 14471:0.0125 14452:0.0125 14453:0.0125 14448:0.0125
5820 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5822 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5824 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5825 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5826 3998:0.0125 4087:0.0125 4091:0.0125 4083:0.0125 4085:0.0125 4080:0.0125 4082:0.0125 4062:0.0125 4067:0.0125 4054:0.0125
5831 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5837 3998:0.0125 4091:0.0125 4092:0.0125 4085:0.0125 4086:0.0125 4082:0.0125 4083:0.0125 4067:0.0125 4071:0.0125 4056:0.0125
5840 3998:0.025 4091:0.025 4092:0.025 4085:0.025 4086:0.025 4082:0.025 4083:0.025 4067:0.025 4071:0.025 4056:0.025
5842 3998:0.0125 4091:0.0125 4092:0.0125 4085:0.0125 4086:0.0125 4082:0.0125 4083:0.0125 4067:0.0125 4071:0.0125 4056:0.0125
5843 3998:0.0125 4087:0.0125 4091:0.0125 4083:0.0125 4085:0.0125 4080:0.0125 4082:0.0125 4062:0.0125 4067:0.0125 4054:0.0125
5844 3998:0.025 4087:0.025 4091:0.025 4083:0.025 4085:0.025 4080:0.025 4082:0.025 4062:0.025 4067:0.025 4054:0.025
5845 5264:0.0125 5776:0.0125 5777:0.0125 5773:0.0125 5774:0.0125 5764:0.0125 5772:0.0125 5733:0.0125 5734:0.0125 5717:0.0125
5846 3998:0.0125 4087:0.0125 4091:0.0125 4083:0.0125 4085:0.0125 4080:0.0125 4082:0.0125 4062:0.0125 4067:0.0125 4054:0.0125
5847 3998:0.0125 4087:0.0125 4091:0.0125 4083:0.0125 4085:0.0125 4080:0.0125 4082:0.0125 4062:0.0125 4067:0.0125 4054:0.0125
5848 3998:0.0125 4087:0.0125 4091:0.0125 4083:0.0125 4085:0.0125 4080:0.0125 4082:0.0125 4062:0.0125 4067:0.0125 4054:0.0125
5849 3998:0.0125 4087:0.0125 4091:0.0125 4083:0.0125 4085:0.0125 4080:0.0125 4082:0.0125 4062:0.0125 4067:0.0125 4054:0.0125
5850 12086:0.0125 12014:0.0125 12102:0.0125 12137:0.0125 12140:0.0125 13166:0.0125 11932:0.0125 12075:0.0125 12155:0.0125 12064:0.0125
5851 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
5852 3998:0.0125 4091:0.0125 4092:0.0125 4085:0.0125 4086:0.0125 4082:0.0125 4083:0.0125 4067:0.0125 4071:0.0125 4056:0.0125
5855 3998:0.0125 4087:0.0125 4091:0.0125 4083:0.0125 4085:0.0125 4080:0.0125 4082:0.0125 4062:0.0125 4067:0.0125 4054:0.0125
5857 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
